title,news,index,url
Trump calls Liz Cheney a 'low IQ war hawk' after appearance in support of Harris,fox,48,https://www.foxnews.com/politics/trump-calls-liz-cheney-low-iq-war-hawk-after-appearance-support-harris
Trump hints he will appear on Joe Rogan podcast: 'I think I'm doing it',fox,49,https://www.foxnews.com/media/trump-hints-he-appear-joe-rogan-podcast-i-think-im-doing-it.print
"How Stairwell B became the site of a miracle amidst the tragedy of Sept. 11, 2001",fox,50,https://www.foxnews.com/us/stairwell-b-story-14-survivors-north-tower-9-11
"The best vegetables for your health, according to nutritionists",fox,51,https://www.foxnews.com/lifestyle/best-vegetables-for-health-nutritionists
Eagles' Nick Sirianni has heated spat with fans after close win vs Browns,fox,52,https://www.foxnews.com/sports/eagles-nick-sirianni-has-heated-spat-fans-after-close-win-vs-browns
America's 'unique' Thanksgiving stuffing preferences state-by-state,fox,53,https://www.foxnews.com/lifestyle/americas-unique-thanksgiving-stuffing-preferences-state-by-state
Wisconsin kicks off election season with first widely available absentee ballots,fox,54,https://www.foxnews.com/politics/wisconsin-kicks-off-election-season-first-widely-available-absentee-ballots.print
Kamala Harris struggling to say how she's different than Biden on 'The View' surprises CNN panel,fox,55,https://www.foxnews.com/media/kamala-harris-struggling-how-shes-different-biden-the-view-surprises-cnn-panel.print
Transgender athlete defeated by woman competitor at major UK competition championship in epic comeback,fox,56,https://www.foxnews.com/sports/transgender-athlete-defeated-woman-competitor-major-uk-competition-championship-epic-comeback.print
"Black Lives Matter blames US, praises Cuban regime, social media erupts",fox,57,https://www.foxnews.com/politics/black-lives-matter-blames-us-praises-cuban-regime-social-media-erupts
"How US government will dole out aid to victims of Hurricanes Milton, Helene",fox,58,https://www.foxnews.com/politics/how-us-government-dole-out-aid-victims-hurricanes-milton-helene
Biden admin is rushing to industrialize US oceans to stop climate change: 'Environmental wrecking ball',fox,59,https://www.foxnews.com/politics/biden-admin-rushing-industrialize-us-oceans-stop-climate-change-environmental-wrecking-ball
"Honduran illegal immigrant deported from US twice, sentenced for leading Texas burglary ring: 'Masterminded'",fox,60,https://www.foxnews.com/us/honduran-illegal-immigrant-deported-twice-sentenced-texas-burglary-ring
Colorado mayor speaks out after video of armed Venezuelan gang in apartment goes viral: 'Failed policy',fox,61,https://www.foxnews.com/us/colorado-mayor-speaks-out-after-video-armed-venezuelan-gang-apartment-goes-viral.print
Remains of Kansas Priest Who Died in Korean War Identified,fox,62,https://www.foxnews.com/us/remains-of-kansas-priest-who-died-in-korean-war-identified.print
Anti-Israel Yale protesters joining Columbia students in 'tear down our society' Ivy League movement: Law prof,fox,63,https://www.foxnews.com/us/anti-israel-yale-protesters-joining-columbia-students-in-tear-down-our-society-ivy-league-movement-law-prof
Idaho gov praises Boise State’s decision to forfeit women’s volleyball match against team with trans player,fox,64,https://www.foxnews.com/sports/idaho-gov-praises-boise-states-decision-forfeit-womens-volleyball-match-against-team-trans-player
Billy Joel unveils 50-pound weight loss at Madison Square Garden following back surgery,fox,65,https://www.foxnews.com/entertainment/billy-joel-weight-loss-madison-square-garden
"Tequila is more than just a shot, plus other fun facts about this spirit",fox,66,https://www.foxnews.com/food-drink/tequila-more-than-shot-fun-facts-spirit
Why Americans need more face-to-face civil discussions 'with folks outside their own bubble',fox,67,https://www.foxnews.com/lifestyle/americans-need-face-face-civil-discussions-folks-outside-bubble.print
Christian parents complain after 11-year-old daughter forced to share bed with biological male on school trip,fox,68,https://www.foxnews.com/media/mom-dad-complain-11-year-old-daughter-forced-share-bed-biological-male-school-trip
"'Slap in the face': Media, government downplaying Venezuelan gangs, says woman who fled her Colorado apartment",fox,69,https://www.foxnews.com/media/slap-face-media-government-downplaying-venezuelan-gangs-says-woman-fled-colorado-apartment
‘Seven Deadly Sins’ biker gang founder kills seven people and dog,fox,70,https://www.foxnews.com/us/seven-deadly-sins-biker-gang-founder-kills-7-people-dog.print
Trump indicted a second time in election subversion case brought by special counsel Jack Smith,fox,71,https://www.foxnews.com/politics/trump-indicted-second-time-election-subversion-case-brought-special-counsel-jack-smith.print
Inside San Jose State's police battle to protect women's athletes threatened by a transgender culture war,fox,72,https://www.foxnews.com/sports/san-jose-state-police-battle-womens-volleyball-transgender-culture-war
Fox News Power Rankings: Trump maintains lead on 2 top issues ahead of VP debate,fox,73,https://www.foxnews.com/politics/power-rankings-trump-maintains-lead-two-top-issues-ahead-vp-debate
"Kate Moss, 50, takes Victoria's Secret fashion show by storm in surprise appearance with daughter Lila, 22",fox,74,https://www.foxnews.com/entertainment/kate-moss-50-victorias-secret-fashion-show-surprise-appearance-daughter-lila-22
"Five more House Democrats call on Biden to drop out, third US senator",fox,75,https://www.foxnews.com/politics/5-more-house-democrats-call-biden-drop-out#&_intcmp=fnhpbt5
"Riley Gaines visits RNC with message for New York AG Letitia James, Democrats claiming to be party for women",fox,76,https://www.foxnews.com/politics/riley-gaines-visits-rnc-message-new-york-ag-letitia-james-democrats-claiming-party-women.print
Hilary Duff lands ‘How I Met Your Father’ series sequel role for Hulu,fox,77,https://www.foxnews.com/entertainment/hilary-duff-how-i-met-your-father-series-sequel-hulu
"FLASHBACK: New Harris campaign senior adviser made several insensitive comments about women, gay people",fox,78,https://www.foxnews.com/politics/flashback-harris-campaign-senior-adviser-several-insensitive-comments-women-gay-people
Michigan becomes a top GOP Senate target as Mike Rogers ties with Dem opponent among older voters,fox,79,https://www.foxnews.com/politics/michigan-becomes-top-gop-senate-target-mike-rogers-ties-dem-opponent-among-older-voters
American women players settle suit vs. US Soccer for $24M,fox,80,https://www.foxnews.com/sports/american-women-players-settle-suit-vs-us-soccer-for-24m
Herschel Walker says Obama 'forgot our fight for right to vote' after scolding Black voters against Harris,fox,81,https://www.foxnews.com/sports/herschel-walker-says-obama-forgot-our-fight-right-vote-after-scolding-black-voters-against-harris
Would-be Trump assassin wants Judge Cannon to recuse herself for dismissing document case,fox,82,https://www.foxnews.com/us/would-be-trump-assassin-wants-judge-cannon-recuse-herself-dismissing-document-case.print
NJ announces emergency dune repairs in shore town penalized for doing them itself,fox,83,https://www.foxnews.com/politics/nj-announces-emergency-dune-repairs-shore-town-penalized-doing-itself
CNN political director warns of 'trouble sign for Harris' as she lags with White male voters in key states,fox,84,https://www.foxnews.com/media/cnn-political-director-warns-trouble-sign-harris-she-lags-white-male-voters-key-states
"Japanese soufflé pancake gaining popularity in US, yet origin story begins in Hawaii 15 years ago",fox,85,https://www.foxnews.com/food-drink/japanese-souffle-pancake-gaining-popularity-us-origin-story-hawaii-15-years-ago
"Garlic: Planting, roasting and understanding the health benefits of the plant",fox,86,https://www.foxnews.com/lifestyle/garlic-planting-roasting-cooking-health-benefits
"Olympic boxer deemed to have male chromosomes wins fight in 46 seconds, opponent left in tears after hard hits",fox,87,https://www.foxnews.com/sports/olympic-boxer-deemed-have-male-chromosomes-wins-fight-46-seconds-opponent-left-tears-after-hard-hits
Women's volleyball team with transgender player getting police protection amid backlash and lawsuit,fox,88,https://www.foxnews.com/sports/womens-volleyball-team-transgender-player-getting-police-security-amid-backlash-lawsuit
Oprah Winfrey makes surprise DNC appearance to rail against man she once considered running for office with,fox,89,https://www.foxnews.com/politics/oprah-winfrey-makes-surprise-dnc-appearance-rail-against-man-she-once-considered-running-office
Here are 20 major media stories CNN's Brian Stelter ignored on his so-called media show in 2021,fox,90,https://www.foxnews.com/media/cnn-brian-stelter-reliable-sources-2021.print
German bureaucrat under fire for trashing British WWII hero who inspired Israeli army,fox,91,https://www.foxnews.com/world/german-bureaucrat-under-fire-trashing-british-wwii-hero-inspired-israeli-army
Sniper killed would-be Trump assassin with 'one-in-a-million shot': source,fox,92,https://www.foxnews.com/us/sniper-killed-would-be-trump-assassin-one-million-shot-source
RFK Jr says ‘corporate media’ has attacked him ‘even more than President Trump’,fox,93,https://www.foxnews.com/politics/rfk-jr-corporate-media-attacked-more-president-trump
Harris-Trump showdown: Group of former law enforcement leaders takes sides in presidential election,fox,94,https://www.foxnews.com/politics/harris-trump-showdown-leading-law-enforcement-group-takes-sides-presidential-election
"Brian Stelter defends media not covering Hunter Biden in 2020, says critics don't know 'how newsrooms work'",fox,95,https://www.foxnews.com/media/cnn-brian-stelter-hunter-biden-disinformation-conference
TikTok video at fast-food restaurant shows how speedy machine makes salad bowl in no time,fox,96,https://www.foxnews.com/food-drink/tiktok-video-fast-food-restaurant-shows-how-speedy-machine-makes-salad-bowl-no-time
"On this day in history, February 17, 1801, Jefferson is elected president as party politics divide new nation",fox,97,https://www.foxnews.com/lifestyle/this-day-history-feb-17-1801-jefferson-elected-president-party-politics-nation
"Fox News Channel dominates CNN, MSNBC during historic news cycle of third quarter as 'The Five' makes history",fox,98,https://www.foxnews.com/media/fox-news-channel-dominates-cnn-msnbc-during-historic-news-cycle-of-third-quarter.print
Biden called out on border crisis by Texas Democrat: 'Absolutely the president should be here',fox,99,https://www.foxnews.com/media/biden-called-out-border-crisis-texas-democrat-absolutely-president-should-be-here
"Biden admin unveils sweeping new actions increasing costs for oil, gas leasing",fox,100,https://www.foxnews.com/politics/biden-admin-unveils-sweeping-new-actions-increasing-costs-oil-gas-leasing
"CNN's Brian Stelter gushed over Cuomo's COVID 'leadership': 'He's providing hope, but not false hope'",fox,101,https://www.foxnews.com/media/cnn-brian-stelter-andrew-cuomo-leadership-hope-not-false-hope.print
"Texas woman accidentally swallows partial dentures, here's how a medical team saved the day",fox,102,https://www.foxnews.com/lifestyle/texas-woman-accidentally-swallows-partial-dentures-how-medical-team-saved
'America's Got Talent' judge Heidi Klum 'did not expect' 9-year-old's epic Tina Turner performance,fox,103,https://www.foxnews.com/entertainment/americas-got-talent-judge-heidi-klum-did-not-expect-9-year-olds-epic-tina-turner-performance
New study reveals extreme weather's impact on seniors' attendance at doctor appointments,fox,104,https://www.foxnews.com/health/study-reveals-extreme-weathers-impact-seniors-attendance-doctor-appointments
"On this day in history, February 12, 1809, Abraham Lincoln is born in Kentucky",fox,105,https://www.foxnews.com/lifestyle/this-day-history-feb-12-1809-abraham-lincoln-born-kentucky
National POW/MIA Recognition Day reminds Americans of 'nobility' of war heroes and the need to do better,fox,106,https://www.foxnews.com/lifestyle/national-pow-mia-recognition-day-reminds-americans-nobility-war-heroes-ongoing-need-do-better.print
7 sneaky calorie culprits that are creeping into your healthy green salad,fox,107,https://www.foxnews.com/food-drink/7-sneaky-calorie-culprits-healthy-green-salad
National Women's Soccer League faces lawsuit as former employee alleges sexual assault,fox,108,https://www.foxnews.com/sports/national-womens-soccer-league-faces-lawsuit-former-employee-alleges-sexual-assault
Tony Bennett in his own words: 'I feel that I have been truly blessed',fox,109,https://www.foxnews.com/lifestyle/tony-bennett-own-words-i-feel-i-have-been-truly-blessed
"On this day in history, April 1, 1945, US forces invade Okinawa, last major battle of World War II",fox,110,https://www.foxnews.com/lifestyle/this-day-history-april-1-1945-us-forces-invade-okinawa-last-major-battle-wwii
Esper replacement Chris Miller tells US troops: 'It's time to come home',fox,111,https://www.foxnews.com/politics/esper-replacement-chris-miller-tells-us-troops-its-time-to-come-home
"On Armed Forces Day, Honor Flight Network receives stunning donation from Mission BBQ",fox,112,https://www.foxnews.com/lifestyle/armed-forces-day-honor-flight-mission-bbq
Thanksgiving casserole preferences vary state-by-state,fox,113,https://www.foxnews.com/lifestyle/thanksgiving-casserole-preferences-state-google-trends
Kamala Harris tells 'The View' she can't think of anything she would have done differently from Biden,fox,114,https://www.foxnews.com/media/kamala-harris-tells-the-view-she-cant-think-anything-she-would-have-done-differently-from-biden.print
Balance of power: Trump campaign slams Sen Tester as 'radically out of touch' after abortion ad rollout,fox,115,https://www.foxnews.com/politics/balance-power-trump-campaign-slams-sen-tester-radically-out-touch-after-abortion-ad-rollout
From the 'Shark Tank' to the campaign trail: Mark Cuban teams up with Kamala Harris,fox,116,https://www.foxnews.com/politics/from-shark-tank-campaign-trail-mark-cuban-teams-up-kamala-harris.print
Supreme Court rules in favor of Colorado graphic designer who refused to create same-sex wedding websites,fox,117,https://www.foxnews.com/politics/supreme-court-rules-favor-colorado-graphic-designer-refused-create-same-sex-wedding-websites
'Great weeknight dinner' of classic meatballs with garlic bread a celebrity chef's favorite,fox,118,https://www.foxnews.com/food-drink/great-weeknight-dinner-classic-meatballs-garlic-bread-chef-favorite.print
Virginia teacher shot by 6-year-old student in classroom says she'll 'never forget the look on his face',fox,119,https://www.foxnews.com/us/virginia-teacher-shot-6-year-old-student-classroom-says-shell-never-forget-look-face
Shawn Mendes and Camila Cabello break up: We 'will continue to be best friends',fox,120,https://www.foxnews.com/entertainment/shawn-mendes-camila-cabello-split-break-up-relationship
"Kamala Harris, DNC undertaking 'largest gaslighting operation' in history of politics, says House speaker",fox,121,https://www.foxnews.com/media/kamala-harris-dnc-undertaking-largest-gaslighting-operation-history-politics-says-house-speaker
"Illegal immigrants with 'terrorism ties' will continue to exploit border, Homeland Security report warns",fox,122,https://www.foxnews.com/us/illegal-immigrants-terrorism-ties-exploit-border-homeland-security-warns
Mother frantic to save clinical trial that could cure her daughter: ‘The treatment is sitting in a fridge',fox,123,https://www.foxnews.com/health/mother-frantic-save-clinical-trial-could-cure-daughter-treatment-sitting-fridge.print
Ted Nugent slams wannabe 'tyrants' on 'Tucker Carlson Today': We don't need the 'king's permission' in America,fox,124,https://www.foxnews.com/media/ted-nugent-tucker-carlson-fox-nation-constitution-bear-arms.print
"Analysis finds Americans need extra $11,400 to afford the basics as GOP lawmakers blame 'Bidenomics'",fox,125,https://www.foxnews.com/media/analysis-finds-americans-need-extra-11400-afford-basics-gop-lawmakers-blame-bidenomics
Matt Damon's advice to Josh Hartnett while filming 'Oppenheimer' was ‘so unhelpful’,fox,126,https://www.foxnews.com/entertainment/matt-damons-advice-josh-hartnett-while-filming-oppenheimer-so-unhelpful
"Former Secret Service agent warns agency ‘stretched thin’ with new responsibilities, lack of manpower",fox,127,https://www.foxnews.com/us/former-secret-service-agent-warns-agency-stretched-thin-new-responsibilities-lack-manpower
"Book shows alleged Biden-Harris divide surfaced earlier than previous president-VP rifts, some critics say",fox,128,https://www.foxnews.com/media/new-book-shows-alleged-biden-harris-divide-surfaced-earlier-previous-president-vp-rifts-critics.print
Venezuelan Tren de Aragua gang recruiting kids from Texas middle schools,fox,129,https://www.foxnews.com/us/venezuelan-tren-de-aragua-gang-recruiting-kids-out-texas-middle-schools.print
Jelly Roll gives powerful testimony to Congress on fentanyl: 'I was part of the problem',fox,130,https://www.foxnews.com/entertainment/jelly-roll-gives-powerful-testimony-congress-fentanyl-part-problem
Video resurfaces of Harris chanting ‘down with deportation’ at 2018 parade with disgraced actor,fox,131,https://www.foxnews.com/politics/video-resurfaces-harris-chanting-down-deportation-2018-parade-disgraced-actor
"Thousands of anti-Israel protesters descend on White House praising Hamas, slamming 'genocide Joe'",fox,132,https://www.foxnews.com/media/thousands-anti-israel-protesters-descend-white-house-praising-hamas-slamming-genocide-joe
Haitian migration roils town in key battleground state with signs of pro-Trump support on the rise,fox,133,https://www.foxnews.com/politics/haitian-migration-roils-town-battleground-state-signs-pro-trump-support-rise.print
105-year-old woman graduates from Stanford University 83 years after leaving campus: 'Amazing',fox,134,https://www.foxnews.com/lifestyle/105-year-old-woman-graduates-stanford-university-83-years-leaving-campus-amazing
Fox News Poll: Trump has edge over Biden in potential 2024 rematch,fox,135,https://www.foxnews.com/official-polls/fox-news-poll-trump-hedge-biden-potential-2024-rematch
"Meet the American who first recorded the blues, nation's original pop diva Mamie Smith",fox,136,https://www.foxnews.com/lifestyle/meet-the-american-who-first-recorded-blues-nations-original-pop-diva-mamie-smith
Full-scale replica of Anne Frank's hidden annex to be unveiled in New York City,fox,137,https://www.foxnews.com/travel/replica-anne-frank-hidden-annex-unveiled-new-york-city
Who is Imane Khelif: The Algerian Olympic boxer deemed to have male chromosomes,fox,138,https://www.foxnews.com/sports/who-imane-khelif-algerian-olympic-boxer-deemed-have-male-chromosomes.print
"From salmon to shark, here are the best and worst fish for your health, according to experts",fox,139,https://www.foxnews.com/lifestyle/from-salmon-shark-best-worst-fish-health-according-experts
White House calls communism a 'failed ideology' after historic Cuba protests,fox,140,https://www.foxnews.com/politics/white-house-communism-failed-ideology-historic-cuba-protests
"Arizona grandma, man she mistakenly texted, to share Thanksgiving for 7th straight year since 2016",fox,141,https://www.foxnews.com/lifestyle/arizona-grandma-man-she-mistakenly-texted-share-thanksgiving-7th-straight-year-since-2016
Tim Walz turns down NY Times interview requests about response to George Floyd riots,fox,142,https://www.foxnews.com/media/tim-walz-turns-down-ny-times-interview-requests-about-response-george-floyd-riots
New York anti-Israel rally at UN features sign supporting terror group Hezbollah,fox,143,https://www.foxnews.com/us/new-york-anti-israel-rally-un-features-sign-supporting-terror-group-hezbollah
I'm the cake artist who won at the Supreme Court. Here's why I'm still in court,fox,144,https://www.foxnews.com/opinion/im-cake-artist-who-won-supreme-court-heres-why-im-still-court.print
"Black farmers sue Biden administration over broken debt relief promise, say president reneged on meeting",fox,145,https://www.foxnews.com/media/black-farmers-sue-biden-administration-broken-debt-relief-promise-president-reneged-meeting
Good Samaritan helps drag wounded Houston cop out of highway gunfight,fox,146,https://www.foxnews.com/us/good-samaritan-helps-drag-wounded-houston-cop-out-highway-gunfight.print
"Israeli military says regular infantry, armored units joining limited ground operation in southern Lebanon",fox,147,https://www.foxnews.com/world/israeli-military-says-regular-infantry-armored-units-joining-limited-ground-operation-southern-lebanon.print
RFK Jr. shrugs off Biden family corruption allegations: Won't be a 'spear tip to my campaign',fox,148,https://www.foxnews.com/media/rfk-jr-shrugs-off-biden-family-corruption-allegations-wont-spear-tip-campaign
"Tens of thousands of illegal immigrants with sexual assault, murder convictions in US: ICE data",fox,149,https://www.foxnews.com/politics/tens-thousands-illegal-immigrants-sexual-assault-homicide-convictions-roaming-us-streets.print
Biden admin issues warning to Netanyahu as Israel holds emergency meeting on Gaza aid,fox,150,https://www.foxnews.com/politics/biden-admin-issues-warning-netanyahu-israel-holds-emergency-meeting-gaza-aid.print
Mother's Day: The best one-liners and life advice I've ever gotten from Mom,fox,151,https://www.foxnews.com/lifestyle/mothers-day-one-liners-life-advice-real-moms.print
"Mike Rowe, well-known storyteller, announces 'Something to Stand For,' new film celebrating America",fox,152,https://www.foxnews.com/lifestyle/mike-rowe-announces-something-stand-film-celebrating-america
How to score cheap stuff (to keep or resell),fox,153,https://www.foxnews.com/tech/how-score-cheap-stuff-keep-resell
Rural travel destinations where you can unplug and have fun this summer,fox,154,https://www.foxnews.com/lifestyle/rural-travel-destinations-unplug-fun-summer
Charlie Sheen's ex Denise Richards vows to ‘support’ their daughter Sami after actor disapproves OnlyFans page,fox,155,https://www.foxnews.com/entertainment/charlie-sheen-denise-richards-support-sami-sheen-onlyfans
Pentagon sending a ‘few thousand’ personnel to Middle East day after Biden said he wouldn’t add combat troops,fox,156,https://www.foxnews.com/politics/pentagon-sending-few-thousand-us-troops-middle-east-one-day-after-biden-promised-he-wouldnt
